timestamp,cpu_percent,n_python_procs,job_tags,load_avg_1m
2026-09-11T22:32:43,5.4,5,A4A5;other;worker,0.52
2026-09-11T22:33:04,5.5,5,A4A5;other;worker,0.65
2026-09-11T22:33:24,5.9,5,A4A5;other;worker,0.6
2026-09-11T22:33:45,5.3,5,A4A5;other;worker,0.43
2026-09-11T22:34:05,5.5,5,A4A5;other;worker,0.31
2026-09-11T22:34:25,6.1,5,A4A5;other;worker,0.22
2026-09-11T22:34:46,5.4,5,A4A5;other;worker,0.16
2026-09-11T22:35:06,5.9,5,A4A5;other;worker,0.26
2026-09-11T22:35:27,6.1,5,A4A5;other;worker,0.34
2026-09-11T22:35:47,5.4,5,A4A5;other;worker,0.38
2026-09-11T22:36:07,5.5,5,A4A5;other;worker,0.31
2026-09-11T22:36:28,6.4,5,A4A5;other;worker,0.28
2026-09-11T22:36:48,5.5,5,A4A5;other;worker,0.2
2026-09-11T22:37:09,5.6,5,A4A5;other;worker,0.15
2026-09-11T22:37:29,5.4,5,A4A5;other;worker,0.1
2026-09-11T22:37:49,5.2,5,A4A5;other;worker,0.07
2026-09-11T22:38:10,5.8,5,A4A5;other;worker,0.05
2026-09-11T22:38:30,5.5,5,A4A5;other;worker,0.12
2026-09-11T22:38:51,5.5,5,A4A5;other;worker,0.15
2026-09-11T22:39:11,6.3,5,A4A5;other;worker,0.11
2026-09-11T22:39:31,5.4,5,A4A5;other;worker,0.08
2026-09-11T22:39:52,6.2,5,A4A5;other;worker,0.06
2026-09-11T22:40:12,5.9,5,A4A5;other;worker,0.04
2026-09-11T22:40:32,5.7,5,A4A5;other;worker,0.03
2026-09-11T22:40:53,5.5,5,A4A5;other;worker,0.02
2026-09-11T22:41:13,5.4,5,A4A5;other;worker,0.01
2026-09-11T22:41:34,62.4,25,A4A5;other;worker,3.24
2026-09-11T22:41:54,5.7,25,A4A5;other;worker,2.53
2026-09-11T22:42:15,6.3,25,A4A5;other;worker,2.1
2026-09-11T22:42:35,5.7,25,A4A5;other;worker,1.72
2026-09-11T22:42:56,5.6,25,A4A5;other;worker,1.37
2026-09-11T22:43:16,6.1,25,A4A5;other;worker,1.12
2026-09-11T22:43:36,5.3,25,A4A5;other;worker,0.96
2026-09-11T22:43:57,6.1,25,A4A5;other;worker,0.84
2026-09-11T22:44:17,5.2,25,A4A5;other;worker,0.6
2026-09-11T22:44:38,5.6,25,A4A5;other;worker,0.51
2026-09-11T22:44:58,6.1,25,A4A5;other;worker,0.39
2026-09-11T22:45:19,5.4,25,A4A5;other;worker,0.28
2026-09-11T22:45:39,5.4,25,A4A5;other;worker,0.27
2026-09-11T22:46:00,6.4,25,A4A5;other;worker,0.4
2026-09-11T22:46:20,5.7,25,A4A5;other;worker,0.28
2026-09-11T22:46:40,5.8,21,A4A5;other;worker,0.2
2026-09-11T22:47:01,6.6,9,A4A5;other;worker,0.15
2026-09-11T22:47:21,5.5,6,A4A5;other;worker,0.1
2026-09-11T22:47:42,5.1,6,A4A5;other;worker,0.07
2026-09-11T22:48:02,5.7,6,A4A5;other;worker,0.05
2026-09-11T22:48:22,5.8,6,A4A5;other;worker,0.04
2026-09-11T22:48:43,5.7,6,A4A5;other;worker,0.03
2026-09-11T22:49:03,5.5,6,A4A5;other;worker,0.02
2026-09-11T22:49:24,5.4,6,A4A5;other;worker,0.01
2026-09-11T22:49:44,6.3,6,A4A5;other;worker,0.01
2026-09-11T22:50:04,5.6,6,A4A5;other;worker,0.01
2026-09-11T22:50:25,5.5,6,A4A5;other;worker,0.0
2026-09-11T22:50:45,6.0,6,A4A5;other;worker,0.0
2026-09-11T22:51:06,5.4,6,A4A5;other;worker,0.0
2026-09-11T22:51:26,5.5,6,A4A5;other;worker,0.08
2026-09-11T22:51:46,6.6,5,A4A5;other;worker,0.06
2026-09-11T22:52:07,5.5,5,A4A5;other;worker,0.04
2026-09-11T22:52:27,5.7,5,A4A5;other;worker,0.1
2026-09-11T22:52:48,6.2,5,A4A5;other;worker,0.29
2026-09-11T22:53:08,5.6,5,A4A5;other;worker,0.49
2026-09-11T22:53:28,8.4,5,A4A5;other;worker,0.64
2026-09-11T22:53:49,5.3,5,A4A5;other;worker,0.69
2026-09-11T22:54:09,5.5,5,A4A5;other;worker,0.63
2026-09-11T22:54:30,6.3,5,A4A5;other;worker,0.45
2026-09-11T22:54:50,5.3,5,A4A5;other;worker,0.46
2026-09-11T22:55:10,5.7,5,A4A5;other;worker,0.41
2026-09-11T22:55:31,6.1,5,A4A5;other;worker,0.44
2026-09-11T22:55:51,5.3,5,A4A5;other;worker,0.37
2026-09-11T22:56:12,5.3,5,A4A5;other;worker,0.42
2026-09-11T22:56:32,6.7,5,A4A5;other;worker,0.38
2026-09-11T22:56:52,5.3,5,A4A5;other;worker,0.34
2026-09-11T22:57:13,5.4,5,A4A5;other;worker,0.24
2026-09-11T22:57:33,6.4,5,A4A5;other;worker,0.18
2026-09-11T22:57:54,5.4,5,A4A5;other;worker,0.13
2026-09-11T22:58:14,5.8,5,A4A5;other;worker,0.09
2026-09-11T22:58:34,5.9,5,A4A5;other;worker,0.06
2026-09-11T22:58:55,5.2,5,A4A5;other;worker,0.12
2026-09-11T22:59:15,5.8,5,A4A5;other;worker,0.08
2026-09-11T22:59:36,5.8,5,A4A5;other;worker,0.2
2026-09-11T22:59:56,5.3,5,A4A5;other;worker,0.14
2026-09-11T23:00:16,6.6,5,A4A5;other;worker,0.1
2026-09-11T23:00:37,5.9,5,A4A5;other;worker,0.07
2026-09-11T23:00:57,5.4,5,A4A5;other;worker,0.05
2026-09-11T23:01:17,5.8,5,A4A5;other;worker,0.04
2026-09-11T23:01:38,5.9,5,A4A5;other;worker,0.03
2026-09-11T23:01:58,5.4,5,A4A5;other;worker,0.02
2026-09-11T23:02:19,6.4,5,A4A5;other;worker,0.01
2026-09-11T23:02:39,5.3,5,A4A5;other;worker,0.01
2026-09-11T23:02:59,6.0,5,A4A5;other;worker,0.01
2026-09-11T23:03:20,6.3,5,A4A5;other;worker,0.0
2026-09-11T23:03:40,5.5,5,A4A5;other;worker,0.0
2026-09-11T23:04:00,5.8,5,A4A5;other;worker,0.0
2026-09-11T23:04:21,6.3,5,A4A5;other;worker,0.0
2026-09-11T23:04:41,5.8,5,A4A5;other;worker,0.15
2026-09-11T23:05:02,5.8,5,A4A5;other;worker,0.39
2026-09-11T23:05:22,5.5,5,A4A5;other;worker,0.49
2026-09-11T23:05:42,5.6,5,A4A5;other;worker,0.35
2026-09-11T23:06:03,5.9,5,A4A5;other;worker,0.39
2026-09-11T23:06:23,5.6,5,A4A5;other;worker,0.28
2026-09-11T23:06:44,5.4,5,A4A5;other;worker,0.35
2026-09-11T23:07:04,6.6,5,A4A5;other;worker,0.47
2026-09-11T23:07:24,5.5,5,A4A5;other;worker,0.34
2026-09-11T23:07:45,5.7,5,A4A5;other;worker,0.46
2026-09-11T23:08:05,6.8,5,A4A5;other;worker,0.3
2026-09-11T23:08:26,5.5,5,A4A5;other;worker,0.22
2026-09-11T23:08:46,5.7,5,A4A5;other;worker,0.16
2026-09-11T23:09:06,5.9,5,A4A5;other;worker,0.26
2026-09-11T23:09:27,5.6,5,A4A5;other;worker,0.19
2026-09-11T23:09:47,5.9,5,A4A5;other;worker,0.14
2026-09-11T23:10:08,5.7,5,A4A5;other;worker,0.1
2026-09-11T23:10:28,5.5,5,A4A5;other;worker,0.07
2026-09-11T23:10:48,5.8,5,A4A5;other;worker,0.05
2026-09-11T23:11:09,5.5,5,A4A5;other;worker,0.04
2026-09-11T23:11:29,5.6,5,A4A5;other;worker,0.03
2026-09-11T23:11:50,5.9,5,A4A5;other;worker,0.02
2026-09-11T23:12:10,5.2,5,A4A5;other;worker,0.01
2026-09-11T23:12:30,5.7,5,A4A5;other;worker,0.01
2026-09-11T23:12:51,6.6,5,A4A5;other;worker,0.01
2026-09-11T23:13:11,5.3,5,A4A5;other;worker,0.0
2026-09-11T23:13:32,5.5,5,A4A5;other;worker,0.0
2026-09-11T23:13:52,6.3,5,A4A5;other;worker,0.0
2026-09-11T23:14:12,5.2,5,A4A5;other;worker,0.0
2026-09-11T23:14:33,5.7,5,A4A5;other;worker,0.0
2026-09-11T23:14:53,6.5,5,A4A5;other;worker,0.0
2026-09-11T23:15:14,5.4,5,A4A5;other;worker,0.0
2026-09-11T23:15:34,5.7,5,A4A5;other;worker,0.0
2026-09-11T23:15:54,5.6,5,A4A5;other;worker,0.0
2026-09-11T23:16:15,5.6,5,A4A5;other;worker,0.0
2026-09-11T23:16:35,6.2,5,A4A5;other;worker,0.0
2026-09-11T23:16:55,5.4,5,A4A5;other;worker,0.28
2026-09-11T23:17:16,5.6,5,A4A5;other;worker,0.53
2026-09-11T23:17:36,6.4,5,A4A5;other;worker,0.66
2026-09-11T23:17:57,5.6,5,A4A5;other;worker,0.55
2026-09-11T23:18:17,5.3,5,A4A5;other;worker,0.6
2026-09-11T23:18:37,6.2,5,A4A5;other;worker,0.71
2026-09-11T23:18:58,6.0,5,A4A5;other;worker,0.71
2026-09-11T23:19:18,5.4,5,A4A5;other;worker,0.72
2026-09-11T23:19:39,6.2,5,A4A5;other;worker,0.72
2026-09-11T23:19:59,5.6,5,A4A5;other;worker,0.65
2026-09-11T23:20:19,5.7,5,A4A5;other;worker,0.62
2026-09-11T23:20:40,5.8,5,A4A5;other;worker,0.51
2026-09-11T23:21:00,5.4,5,A4A5;other;worker,0.36
2026-09-11T23:21:21,5.8,5,A4A5;other;worker,0.26
2026-09-11T23:21:41,5.5,5,A4A5;other;worker,0.19
2026-09-11T23:22:01,5.2,5,A4A5;other;worker,0.26
2026-09-11T23:22:22,6.2,5,A4A5;other;worker,0.26
2026-09-11T23:22:42,5.4,5,A4A5;other;worker,0.32
2026-09-11T23:23:03,5.4,5,A4A5;other;worker,0.23
2026-09-11T23:23:23,6.3,5,A4A5;other;worker,0.16
2026-09-11T23:23:43,5.3,5,A4A5;other;worker,0.12
2026-09-11T23:24:04,5.5,5,A4A5;other;worker,0.08
2026-09-11T23:24:24,6.3,5,A4A5;other;worker,0.06
2026-09-11T23:24:45,5.2,5,A4A5;other;worker,0.04
2026-09-11T23:25:05,5.4,5,A4A5;other;worker,0.03
2026-09-11T23:25:25,6.0,5,A4A5;other;worker,0.02
2026-09-11T23:25:46,5.4,5,A4A5;other;worker,0.02
2026-09-11T23:26:06,5.5,5,A4A5;other;worker,0.01
2026-09-11T23:26:27,5.7,5,A4A5;other;worker,0.01
2026-09-11T23:26:47,5.5,5,A4A5;other;worker,0.01
2026-09-11T23:27:07,5.8,5,A4A5;other;worker,0.0
2026-09-11T23:27:28,5.1,5,A4A5;other;worker,0.0
2026-09-11T23:27:48,5.2,5,A4A5;other;worker,0.0
2026-09-11T23:28:09,6.2,5,A4A5;other;worker,0.0
2026-09-11T23:28:29,6.5,5,A4A5;other;worker,0.0
2026-09-11T23:28:49,5.7,5,A4A5;other;worker,0.0
2026-09-11T23:29:10,6.5,5,A4A5;other;worker,0.08
2026-09-11T23:29:30,5.3,5,A4A5;other;worker,0.34
2026-09-11T23:29:50,6.2,5,A4A5;other;worker,0.46
2026-09-11T23:30:11,6.7,5,A4A5;other;worker,0.55
2026-09-11T23:30:31,5.5,5,A4A5;other;worker,0.59
2026-09-11T23:30:52,5.5,5,A4A5;other;worker,0.71
2026-09-11T23:31:12,6.1,5,A4A5;other;worker,0.69
2026-09-11T23:31:32,5.4,5,A4A5;other;worker,0.78
2026-09-11T23:31:53,5.8,5,A4A5;other;worker,0.69
2026-09-11T23:32:13,5.3,5,A4A5;other;worker,0.49
2026-09-11T23:32:33,5.4,5,A4A5;other;worker,0.51
2026-09-11T23:32:54,6.0,5,A4A5;other;worker,0.44
2026-09-11T23:33:14,5.5,5,A4A5;other;worker,0.6
2026-09-11T23:33:35,5.7,5,A4A5;other;worker,0.64
2026-09-11T23:33:55,6.1,5,A4A5;other;worker,0.66
2026-09-11T23:34:15,5.5,5,A4A5;other;worker,0.55
2026-09-11T23:34:36,5.6,5,A4A5;other;worker,0.39
2026-09-11T23:34:56,6.0,5,A4A5;other;worker,0.28
2026-09-11T23:35:17,5.9,5,A4A5;other;worker,0.2
2026-09-11T23:35:37,5.6,5,A4A5;other;worker,0.22
2026-09-11T23:35:57,7.3,5,A4A5;other;worker,0.15
2026-09-11T23:36:18,5.6,5,A4A5;other;worker,0.25
2026-09-11T23:36:38,6.2,5,A4A5;other;worker,0.24
2026-09-11T23:36:59,6.2,5,A4A5;other;worker,0.17
2026-09-11T23:37:19,5.5,5,A4A5;other;worker,0.13
2026-09-11T23:37:39,5.4,5,A4A5;other;worker,0.09
2026-09-11T23:38:00,6.8,5,A4A5;other;worker,0.06
2026-09-11T23:38:20,5.6,5,A4A5;other;worker,0.05
2026-09-11T23:38:41,6.1,5,A4A5;other;worker,0.03
2026-09-11T23:39:01,5.6,5,A4A5;other;worker,0.02
2026-09-11T23:39:21,5.4,5,A4A5;other;worker,0.1
2026-09-11T23:39:42,6.3,5,A4A5;other;worker,0.07
2026-09-11T23:40:02,5.6,5,A4A5;other;worker,0.12
2026-09-11T23:40:23,5.6,5,A4A5;other;worker,0.08
2026-09-11T23:40:43,6.1,5,A4A5;other;worker,0.06
2026-09-11T23:41:03,6.0,5,A4A5;other;worker,0.04
2026-09-11T23:41:24,5.8,5,A4A5;other;worker,0.03
2026-09-11T23:41:44,6.0,5,A4A5;other;worker,0.02
2026-09-11T23:42:05,5.1,5,A4A5;other;worker,0.01
2026-09-11T23:42:25,5.7,5,A4A5;other;worker,0.29
2026-09-11T23:42:45,5.3,5,A4A5;other;worker,0.49
2026-09-11T23:43:06,5.3,5,A4A5;other;worker,0.42
2026-09-11T23:43:26,6.0,5,A4A5;other;worker,0.43
2026-09-11T23:43:46,5.4,5,A4A5;other;worker,0.38
2026-09-11T23:44:07,55.3,25,A4A5;other;worker,4.8
2026-09-11T23:44:27,6.0,25,A4A5;other;worker,3.51
2026-09-11T23:44:48,5.5,25,A4A5;other;worker,2.66
2026-09-11T23:45:08,5.7,25,A4A5;other;worker,2.02
2026-09-11T23:45:29,6.8,25,A4A5;other;worker,1.59
2026-09-11T23:45:49,5.2,25,A4A5;other;worker,1.34
2026-09-11T23:46:10,5.8,25,A4A5;other;worker,1.03
2026-09-11T23:46:30,6.4,25,A4A5;other;worker,0.74
2026-09-11T23:46:50,5.8,25,A4A5;other;worker,0.53
2026-09-11T23:47:11,5.6,25,A4A5;other;worker,0.38
2026-09-11T23:47:31,5.9,25,A4A5;other;worker,0.35
2026-09-11T23:47:52,5.4,25,A4A5;other;worker,0.25
2026-09-11T23:48:12,5.5,25,A4A5;other;worker,0.33
2026-09-11T23:48:32,5.5,25,A4A5;other;worker,0.44
2026-09-11T23:48:53,5.2,25,A4A5;other;worker,0.38
2026-09-11T23:49:13,6.1,23,A4A5;other;worker,0.27
2026-09-11T23:49:34,6.1,9,A4A5;other;worker,0.18
2026-09-11T23:49:54,5.8,6,A4A5;other;worker,0.13
2026-09-11T23:50:14,6.7,6,A4A5;other;worker,0.09
2026-09-11T23:50:35,10.8,6,A4A5;other;worker,0.07
2026-09-11T23:50:55,5.6,6,A4A5;other;worker,0.05
2026-09-11T23:51:16,6.1,6,A4A5;other;worker,0.03
2026-09-11T23:51:36,5.5,6,A4A5;other;worker,0.1
2026-09-11T23:51:56,5.2,6,A4A5;other;worker,0.14
2026-09-11T23:52:17,6.1,6,A4A5;other;worker,0.1
2026-09-11T23:52:37,5.4,6,A4A5;other;worker,0.07
2026-09-11T23:52:58,5.5,6,A4A5;other;worker,0.05
2026-09-11T23:53:18,6.1,6,A4A5;other;worker,0.04
2026-09-11T23:53:38,5.6,6,A4A5;other;worker,0.03
2026-09-11T23:53:59,6.4,6,A4A5;other;worker,0.24
2026-09-11T23:54:19,5.4,5,A4A5;other;worker,0.45
2026-09-11T23:54:40,5.9,5,A4A5;other;worker,0.53
2026-09-11T23:55:00,6.1,5,A4A5;other;worker,0.58
2026-09-11T23:55:20,5.8,5,A4A5;other;worker,0.42
2026-09-11T23:55:41,6.0,5,A4A5;other;worker,0.3
2026-09-11T23:56:01,6.6,5,A4A5;other;worker,0.29
2026-09-11T23:56:22,5.4,5,A4A5;other;worker,0.35
2026-09-11T23:56:42,5.3,5,A4A5;other;worker,0.46
2026-09-11T23:57:02,6.8,5,A4A5;other;worker,0.48
2026-09-11T23:57:23,5.5,5,A4A5;other;worker,0.49
2026-09-11T23:57:43,5.5,5,A4A5;other;worker,0.49
2026-09-11T23:58:04,6.6,5,A4A5;other;worker,0.43
2026-09-11T23:58:24,5.3,5,A4A5;other;worker,0.38
2026-09-11T23:58:44,5.4,5,A4A5;other;worker,0.39
2026-09-11T23:59:05,6.7,5,A4A5;other;worker,0.28
2026-09-11T23:59:25,5.5,5,A4A5;other;worker,0.2
2026-09-11T23:59:46,5.7,5,A4A5;other;worker,0.14
2026-09-12T00:00:06,5.6,5,A4A5;other;worker,0.1
2026-09-12T00:00:26,5.8,5,A4A5;other;worker,0.07
2026-09-12T00:00:47,6.8,5,A4A5;other;worker,0.05
2026-09-12T00:01:07,5.5,5,A4A5;other;worker,0.18
2026-09-12T00:01:28,5.7,5,A4A5;other;worker,0.2
2026-09-12T00:01:48,7.1,5,A4A5;other;worker,0.3
2026-09-12T00:02:08,5.5,5,A4A5;other;worker,0.29
2026-09-12T00:02:29,5.5,5,A4A5;other;worker,0.21
2026-09-12T00:02:49,6.2,5,A4A5;other;worker,0.15
2026-09-12T00:03:10,6.0,5,A4A5;other;worker,0.1
2026-09-12T00:03:30,5.5,5,A4A5;other;worker,0.07
2026-09-12T00:03:50,6.2,5,A4A5;other;worker,0.05
2026-09-12T00:04:11,5.5,5,A4A5;other;worker,0.04
2026-09-12T00:04:31,5.8,5,A4A5;other;worker,0.03
2026-09-12T00:04:52,5.5,5,A4A5;other;worker,0.02
2026-09-12T00:05:12,5.4,5,A4A5;other;worker,0.01
2026-09-12T00:05:32,6.0,5,A4A5;other;worker,0.01
2026-09-12T00:05:53,5.8,5,A4A5;other;worker,0.01
2026-09-12T00:06:13,5.5,5,A4A5;other;worker,0.0
2026-09-12T00:06:34,5.8,5,A4A5;other;worker,0.22
2026-09-12T00:06:54,5.5,5,A4A5;other;worker,0.44
2026-09-12T00:07:14,5.4,5,A4A5;other;worker,0.6
2026-09-12T00:07:35,6.5,5,A4A5;other;worker,0.71
2026-09-12T00:07:55,5.4,5,A4A5;other;worker,0.75
2026-09-12T00:08:15,5.6,5,A4A5;other;worker,0.54
2026-09-12T00:08:36,6.2,5,A4A5;other;worker,0.46
2026-09-12T00:08:56,5.5,5,A4A5;other;worker,0.62
2026-09-12T00:09:17,6.0,5,A4A5;other;worker,0.52
2026-09-12T00:09:37,6.2,5,A4A5;other;worker,0.52
2026-09-12T00:09:57,5.4,5,A4A5;other;worker,0.5
2026-09-12T00:10:18,5.7,5,A4A5;other;worker,0.44
2026-09-12T00:10:38,6.3,5,A4A5;other;worker,0.31
2026-09-12T00:10:59,5.6,5,A4A5;other;worker,0.22
2026-09-12T00:11:19,5.9,5,A4A5;other;worker,0.16
2026-09-12T00:11:39,5.5,5,A4A5;other;worker,0.11
2026-09-12T00:12:00,5.7,5,A4A5;other;worker,0.08
2026-09-12T00:12:20,6.9,5,A4A5;other;worker,0.05
2026-09-12T00:12:41,5.5,5,A4A5;other;worker,0.04
2026-09-12T00:13:01,5.3,5,A4A5;other;worker,0.03
2026-09-12T00:13:21,5.8,5,A4A5;other;worker,0.17
2026-09-12T00:13:42,5.7,5,A4A5;other;worker,0.12
2026-09-12T00:14:02,5.2,5,A4A5;other;worker,0.15
2026-09-12T00:14:23,6.2,5,A4A5;other;worker,0.11
2026-09-12T00:14:43,5.5,5,A4A5;other;worker,0.08
2026-09-12T00:15:03,5.8,5,A4A5;other;worker,0.05
2026-09-12T00:15:24,5.5,5,A4A5;other;worker,0.04
2026-09-12T00:15:44,5.2,5,A4A5;other;worker,0.03
2026-09-12T00:16:05,6.1,5,A4A5;other;worker,0.02
2026-09-12T00:16:25,5.5,5,A4A5;other;worker,0.01
2026-09-12T00:16:45,5.2,5,A4A5;other;worker,0.08
2026-09-12T00:17:06,5.3,5,A4A5;other;worker,0.06
2026-09-12T00:17:26,5.5,5,A4A5;other;worker,0.04
2026-09-12T00:17:47,5.2,5,A4A5;other;worker,0.03
2026-09-12T00:18:07,5.7,5,A4A5;other;worker,0.02
2026-09-12T00:18:27,5.6,5,A4A5;other;worker,0.01
2026-09-12T00:18:48,5.2,5,A4A5;other;worker,0.01
2026-09-12T00:19:08,6.7,5,A4A5;other;worker,0.16
2026-09-12T00:19:29,5.4,5,A4A5;other;worker,0.4
2026-09-12T00:19:49,5.7,5,A4A5;other;worker,0.43
2026-09-12T00:20:09,5.9,5,A4A5;other;worker,0.39
2026-09-12T00:20:30,5.6,5,A4A5;other;worker,0.49
2026-09-12T00:20:50,6.0,5,A4A5;other;worker,0.57
2026-09-12T00:21:11,5.2,5,A4A5;other;worker,0.55
2026-09-12T00:21:31,5.3,5,A4A5;other;worker,0.46
2026-09-12T00:21:51,6.4,5,A4A5;other;worker,0.56
2026-09-12T00:22:12,5.3,5,A4A5;other;worker,0.47
2026-09-12T00:22:32,5.3,5,A4A5;other;worker,0.4
2026-09-12T00:22:53,6.2,5,A4A5;other;worker,0.28
2026-09-12T00:23:13,5.5,5,A4A5;other;worker,0.2
2026-09-12T00:23:33,5.4,5,A4A5;other;worker,0.15
2026-09-12T00:23:54,6.2,5,A4A5;other;worker,0.17
2026-09-12T00:24:14,5.8,5,A4A5;other;worker,0.26
2026-09-12T00:24:35,5.5,5,A4A5;other;worker,0.25
2026-09-12T00:24:55,6.1,5,A4A5;other;worker,0.24
2026-09-12T00:25:15,5.4,5,A4A5;other;worker,0.17
2026-09-12T00:25:36,5.9,5,A4A5;other;worker,0.12
2026-09-12T00:25:56,5.7,5,A4A5;other;worker,0.09
2026-09-12T00:26:17,5.6,5,A4A5;other;worker,0.06
2026-09-12T00:26:37,5.9,5,A4A5;other;worker,0.04
2026-09-12T00:26:57,5.6,5,A4A5;other;worker,0.17
2026-09-12T00:27:18,5.5,5,A4A5;other;worker,0.12
2026-09-12T00:27:38,6.7,5,A4A5;other;worker,0.09
2026-09-12T00:27:59,5.4,5,A4A5;other;worker,0.06
2026-09-12T00:28:19,5.4,5,A4A5;other;worker,0.04
2026-09-12T00:28:39,6.8,5,A4A5;other;worker,0.03
2026-09-12T00:29:00,5.4,5,A4A5;other;worker,0.02
2026-09-12T00:29:20,5.6,5,A4A5;other;worker,0.02
2026-09-12T00:29:41,6.3,5,A4A5;other;worker,0.01
2026-09-12T00:30:01,5.6,5,A4A5;other;worker,0.01
2026-09-12T00:30:21,5.4,5,A4A5;other;worker,0.23
2026-09-12T00:30:42,6.4,5,A4A5;other;worker,0.37
2026-09-12T00:31:02,5.6,5,A4A5;other;worker,0.44
2026-09-12T00:31:23,5.3,5,A4A5;other;worker,0.53
2026-09-12T00:31:43,5.4,5,A4A5;other;worker,0.52
2026-09-12T00:32:03,5.5,5,A4A5;other;worker,0.5
2026-09-12T00:32:24,5.9,5,A4A5;other;worker,0.36
2026-09-12T00:32:44,5.5,5,A4A5;other;worker,0.48
2026-09-12T00:33:05,5.4,5,A4A5;other;worker,0.49
2026-09-12T00:33:25,6.4,5,A4A5;other;worker,0.49
2026-09-12T00:33:45,5.5,5,A4A5;other;worker,0.49
2026-09-12T00:34:06,5.7,5,A4A5;other;worker,0.57
2026-09-12T00:34:26,5.9,5,A4A5;other;worker,0.48
2026-09-12T00:34:47,5.3,5,A4A5;other;worker,0.34
2026-09-12T00:35:07,5.5,5,A4A5;other;worker,0.24
2026-09-12T00:35:27,6.2,5,A4A5;other;worker,0.16
2026-09-12T00:35:48,5.4,5,A4A5;other;worker,0.12
2026-09-12T00:36:08,5.5,5,A4A5;other;worker,0.15
2026-09-12T00:36:29,6.1,5,A4A5;other;worker,0.19
2026-09-12T00:36:49,5.3,5,A4A5;other;worker,0.2
2026-09-12T00:37:09,6.0,5,A4A5;other;worker,0.21
2026-09-12T00:37:30,5.8,5,A4A5;other;worker,0.15
2026-09-12T00:37:50,5.7,5,A4A5;other;worker,0.11
2026-09-12T00:38:11,8.8,5,A4A5;other;worker,0.08
2026-09-12T00:38:31,5.4,5,A4A5;other;worker,0.05
2026-09-12T00:38:51,5.7,5,A4A5;other;worker,0.04
2026-09-12T00:39:12,6.1,5,A4A5;other;worker,0.03
2026-09-12T00:39:32,5.5,5,A4A5;other;worker,0.09
2026-09-12T00:39:53,5.4,5,A4A5;other;worker,0.12
2026-09-12T00:40:13,5.6,5,A4A5;other;worker,0.09
2026-09-12T00:40:33,5.6,5,A4A5;other;worker,0.06
2026-09-12T00:40:54,5.3,5,A4A5;other;worker,0.05
2026-09-12T00:41:14,6.3,5,A4A5;other;worker,0.03
2026-09-12T00:41:35,5.3,5,A4A5;other;worker,0.02
2026-09-12T00:41:55,5.6,5,A4A5;other;worker,0.3
2026-09-12T00:42:15,5.3,5,A4A5;other;worker,0.5
2026-09-12T00:42:36,5.7,5,A4A5;other;worker,0.56
2026-09-12T00:42:56,5.7,5,A4A5;other;worker,0.48
2026-09-12T00:43:17,5.3,5,A4A5;other;worker,0.63
2026-09-12T00:43:37,5.1,5,A4A5;other;worker,0.6
2026-09-12T00:43:57,6.2,5,A4A5;other;worker,0.57
2026-09-12T00:44:18,5.4,5,A4A5;other;worker,0.56
2026-09-12T00:44:38,5.5,5,A4A5;other;worker,0.44
2026-09-12T00:44:59,6.3,25,A4A5;other;worker,3.9
2026-09-12T00:45:19,5.5,25,A4A5;other;worker,2.88
2026-09-12T00:45:39,5.5,25,A4A5;other;worker,2.06
2026-09-12T00:46:00,7.1,25,A4A5;other;worker,1.48
2026-09-12T00:46:20,5.9,25,A4A5;other;worker,1.13
2026-09-12T00:46:41,6.1,25,A4A5;other;worker,0.81
2026-09-12T00:47:01,6.6,25,A4A5;other;worker,0.73
2026-09-12T00:47:22,5.3,25,A4A5;other;worker,0.53
2026-09-12T00:47:42,5.8,25,A4A5;other;worker,0.38
2026-09-12T00:48:02,5.6,25,A4A5;other;worker,0.27
2026-09-12T00:48:23,5.4,25,A4A5;other;worker,0.19
2026-09-12T00:48:43,6.3,25,A4A5;other;worker,0.14
2026-09-12T00:49:04,6.0,25,A4A5;other;worker,0.09
2026-09-12T00:49:24,5.8,25,A4A5;other;worker,0.07
2026-09-12T00:49:44,6.3,25,A4A5;other;worker,0.05
2026-09-12T00:50:05,5.4,19,A4A5;other;worker,0.03
2026-09-12T00:50:25,5.5,5,A4A5;other;worker,0.1
2026-09-12T00:50:46,7.3,5,A4A5;other;worker,0.07
2026-09-12T00:51:06,5.3,5,A4A5;other;worker,0.05
2026-09-12T00:51:27,5.5,5,A4A5;other;worker,0.04
2026-09-12T00:51:47,6.1,5,A4A5;other;worker,0.03
2026-09-12T00:52:07,5.4,5,A4A5;other;worker,0.02
2026-09-12T00:52:28,5.4,5,A4A5;other;worker,0.01
2026-09-12T00:52:48,5.7,5,A4A5;other;worker,0.01
2026-09-12T00:53:09,5.4,5,A4A5;other;worker,0.01
2026-09-12T00:53:29,6.3,5,A4A5;other;worker,0.08
2026-09-12T00:53:49,5.3,5,A4A5;other;worker,0.27
2026-09-12T00:54:10,6.0,5,A4A5;other;worker,0.41
2026-09-12T00:54:30,5.8,5,A4A5;other;worker,0.58
2026-09-12T00:54:51,6.1,5,A4A5;other;worker,0.7
2026-09-12T00:55:11,5.4,5,A4A5;other;worker,0.78
2026-09-12T00:55:31,6.4,5,A4A5;other;worker,0.84
2026-09-12T00:55:52,5.5,5,A4A5;other;worker,0.61
2026-09-12T00:56:12,5.5,5,A4A5;other;worker,0.65
